"","x"
"899","Tb927.6.2890"
"900","Tb927.6.2890"
"901","Tb927.6.3210"
"902","Tb927.6.3210"
"903","Tb927.6.3210"
"904","Tb927.6.3210"
"905","Tb927.6.3220"
"906","Tb927.6.3220"
"907","Tb927.6.3220"
"908","Tb927.6.3220"
"909","Tb927.6.4370"
"910","Tb927.6.4370"
"911","Tb927.6.4370"
"912","Tb927.6.4370"
"913","Tb927.6.630"
"914","Tb927.6.630"
"915","Tb927.6.630"
"916","Tb927.6.630"
"917","Tb927.6.670"
"918","Tb927.6.670"
"919","Tb927.6.670"
"920","Tb927.6.670"
"921","Tb927.6.830"
"922","Tb927.6.830"
"923","Tb927.6.830"
"924","Tb927.6.830"
"925","Tb927.7.1510"
"926","Tb927.7.1510"
"927","Tb927.7.1510"
"928","Tb927.7.1510"
"929","Tb927.7.170"
"930","Tb927.7.170"
"931","Tb927.7.170"
"932","Tb927.7.170"
"933","Tb927.7.2170"
"934","Tb927.7.2170"
"935","Tb927.7.2170"
"936","Tb927.7.2170"
"937","Tb927.7.270"
"938","Tb927.7.270"
"939","Tb927.7.270"
"940","Tb927.7.270"
"941","Tb927.7.3380"
"942","Tb927.7.3380"
"943","Tb927.7.3380"
"944","Tb927.7.3380"
"945","Tb927.7.3410"
"946","Tb927.7.3410"
"947","Tb927.7.3410"
"948","Tb927.7.3410"
"949","Tb927.7.4220"
"950","Tb927.7.4220"
"951","Tb927.7.4220"
"952","Tb927.7.4220"
"953","Tb927.7.4720"
"954","Tb927.7.4720"
"955","Tb927.7.4720"
"956","Tb927.7.4720"
"957","Tb927.7.4820"
"958","Tb927.7.4820"
"959","Tb927.7.4820"
"960","Tb927.7.4820"
"961","Tb927.7.5480"
"962","Tb927.7.5480"
"963","Tb927.7.5480"
"964","Tb927.7.5480"
"965","Tb927.7.5620"
"966","Tb927.7.5620"
"967","Tb927.7.5620"
"968","Tb927.7.5620"
"969","Tb927.7.5760"
"970","Tb927.7.5760"
"971","Tb927.7.5760"
"972","Tb927.7.5760"
"973","Tb927.7.5950"
"974","Tb927.7.5950"
"975","Tb927.7.5950"
"976","Tb927.7.5950"
"977","Tb927.7.6090"
"978","Tb927.7.6090"
"979","Tb927.7.6090"
"980","Tb927.7.6090"
"981","Tb927.7.650"
"982","Tb927.7.650"
"983","Tb927.7.650"
"984","Tb927.7.650"
"985","Tb927.7.700"
"986","Tb927.7.700"
"987","Tb927.7.700"
"988","Tb927.7.700"
"989","Tb927.7.7050"
"990","Tb927.7.7050"
"991","Tb927.7.7050"
"992","Tb927.7.7050"
"993","Tb927.7.970"
"994","Tb927.7.970"
"995","Tb927.7.970"
"996","Tb927.7.970"
"997","Tb927.8.1260"
"998","Tb927.8.1260"
"999","Tb927.8.1260"
"1000","Tb927.8.1260"
"1001","Tb927.8.1270"
"1002","Tb927.8.1270"
"1003","Tb927.8.1270"
"1004","Tb927.8.1270"
"1005","Tb927.8.1410"
